message_id,raw_text,clean_text,channel,language,sender_id,receiver_id,sender_role,timestamp,attack_label,manipulation_tactic,intent_stage,source_dataset,confidence_label
7d1593b7-3a0e-457b-aacb-f9b35e43a17e,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,sms,en,unknown,unknown,unknown,,smishing,urgency,exploit,uci_sms,high
8ac4ddd9-6bc1-4771-843d-e4544924b821,"Usf I guess, might as well take 1 car","Usf I guess, might as well take 1 car",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
90f8cc80-7133-46d9-a928-21adc1888741,No objection. My bf not coming.,No objection. My bf not coming.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
c3b85cdc-552d-4fb4-9d27-d5785d5bda29,Thanx...,Thanx...,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
28643764-ed35-4b7b-aa91-a29667efca82,Tell rob to mack his gf in the theater,Tell rob to mack his gf in the theater,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
632c72c1-d340-4a49-bc94-bd46c1110ed9,"Awesome, I'll see you in a bit","Awesome, I'll see you in a bit",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
3eebd162-cfce-4f65-8dee-a5fed4c653f0,Just sent it. So what type of food do you like?,Just sent it. So what type of food do you like?,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
5364ff0b-e7ce-4669-be73-bf7aa738f97b,All done? All handed in? Celebrations in full swing yet?,All done? All handed in? Celebrations in full swing yet?,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
fe5f049b-cc00-4a7f-819e-08ef93e252bb,You got called a tool?,You got called a tool?,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
230b085f-7a78-48ec-ba70-9cfea60617f7,"""Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch"" gdeve..","""Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch"" gdeve..",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
8af4ac20-0f09-4f1e-88d3-bc20268de1fa,Ok. I asked for money how far,Ok. I asked for money how far,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
be4ab309-51ad-4631-960b-e71e1498a1d1,Okie...,Okie...,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
5e763087-6364-4d77-a421-ce6060372460,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down","Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
34dc6f1b-6368-4ef2-8794-7c63e74e6e37,"K, I might come by tonight then if my class lets out early","K, I might come by tonight then if my class lets out early",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
acb5cb02-776a-4887-b2a3-926bbfdcf50e,Ok..,Ok..,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
bc61bfd2-9ed8-42f6-b250-719280fb08d6,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
a0e127be-7a56-4578-8b3a-1c2de4f78205,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..","My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
b3283c9d-de1a-4b77-a77e-7ae0b4a11812,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.","Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
9fcff0fc-378e-4067-9aaf-e0fbe48458eb,Hey you told your name to gautham ah?,Hey you told your name to gautham ah?,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
0e8ca3e2-7944-4030-a80d-21e5eed4796b,Haf u found him? I feel so stupid da v cam was working.,Haf u found him? I feel so stupid da v cam was working.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
dd23f25f-8713-416d-95e6-87f9ea3b7011,Oops. 4 got that bit.,Oops. 4 got that bit.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
ba9cada0-21e3-44b2-a7d6-5f2dabe2a3ee,Are you this much buzy,Are you this much buzy,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
45bb219b-b9b7-4002-bd39-39d5fdc7115d,I accidentally deleted the message. Resend please.,I accidentally deleted the message. Resend please.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
b950f128-d558-4262-96de-3c0d8215f15b,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,sms,en,unknown,unknown,unknown,,smishing,urgency,exploit,uci_sms,high
6a50a5e8-8e36-4452-a5de-30f2d943f38d,Unless it's a situation where YOU GO GURL would be more appropriate,Unless it's a situation where YOU GO GURL would be more appropriate,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
84284b0d-5a77-4e01-9853-edde49d4c0ba,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
bde546c4-60d3-4fb0-b1f2-c93ad605deff,I cant pick the phone right now. Pls send a message,I cant pick the phone right now. Pls send a message,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
ef06beec-f2a7-4e79-a245-79c6a5b9a4d5,Need a coffee run tomo?Can't believe it's that time of week already,Need a coffee run tomo?Can't believe it's that time of week already,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
0fde381f-c7be-4583-afb4-02bf018c8bc0,"Awesome, I remember the last time we got somebody high for the first time with diesel :V","Awesome, I remember the last time we got somebody high for the first time with diesel :V",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
65ad4a8f-a425-4c3e-91c4-b47c0bc62ce3,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?","Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
0da9167b-0c1b-4d75-b545-5890e5ac33e9,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
df1b182d-f8e7-47f2-8766-342b056b9cdf,He is a womdarfull actor,He is a womdarfull actor,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
dbbc95dc-e230-4a7e-bc1c-ed904ed174b9,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE","SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",sms,en,unknown,unknown,unknown,,smishing,none,exploit,uci_sms,high
cb7b5d38-467b-4ae3-a1fe-25320350d2dc,Yup... From what i remb... I think should be can book...,Yup... From what i remb... I think should be can book...,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
24eec5e3-c84f-43ae-8151-981760e8ae1c,Jos ask if u wana meet up?,Jos ask if u wana meet up?,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
fda2cbaf-5e08-428c-9621-232f866829c3,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
ad0f7a17-b3af-4bb6-9ee5-16620f1e4d14,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468","TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",sms,en,unknown,unknown,unknown,,smishing,none,exploit,uci_sms,high
322ced53-c829-44f1-9af6-82ac105f5b08,Where are the garage keys? They aren't on the bookshelf,Where are the garage keys? They aren't on the bookshelf,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
3e926094-17d4-4c57-b89b-01fdee954345,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
33601a59-f3d1-4904-b1d4-169417e1609c,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week","Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",sms,en,unknown,unknown,unknown,,smishing,urgency,exploit,uci_sms,high
ee9e9d9f-2ca5-4b4d-b656-115284c28b54,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
bf44086f-3df2-4911-903e-ab37149cb72c,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.","Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
2108801a-f1c4-4ee6-ab0d-7ed287328ee5,You made my day. Do have a great day too.,You made my day. Do have a great day too.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
42280122-1ca9-4ad7-9027-0080ba0ba1e3,K.k:)advance happy pongal.,K.k:)advance happy pongal.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
4d75ee6a-011b-4213-aa3d-9bbb4061d5fa,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...","Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
c8071ede-4d15-48e2-9fee-7194f0c017f2,"Not really dude, have no friends i'm afraid :(","Not really dude, have no friends i'm afraid :(",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
78055d67-a252-4b97-8a78-abe7789bcd54,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,sms,en,unknown,unknown,unknown,,smishing,reward,exploit,uci_sms,high
72a304c9-0587-4fa6-aafd-9faa4f058cf9,"Coffee cake, i guess...","Coffee cake, i guess...",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
31a6489f-1c5c-4ae8-8cdc-5eb33114a421,"Merry Christmas to you too babe, i love ya *kisses*","Merry Christmas to you too babe, i love ya *kisses*",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
d3f01a0a-e94f-4f34-bc95-efee78e7cdbe,Hey... Why dont we just go watch x men and have lunch... Haha,Hey... Why dont we just go watch x men and have lunch... Haha,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
85c10d74-79b7-4afe-9d76-c8dd280b887a,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
ec8d08a0-17ab-4c3e-96e0-e06c53193d47,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
3239bfff-fd58-4218-9f63-98825c25bc43,No problem. How are you doing?,No problem. How are you doing?,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
7b19c516-4160-4061-afa0-9844d426a1af,No calls..messages..missed calls,No calls..messages..missed calls,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
5e71b2a4-24c1-41bd-a7c3-35c8dcc37186,Hi da:)how is the todays class?,Hi da:)how is the todays class?,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
a2ff36da-72c8-4dec-baee-d11cd13de15d,"I'd say that's a good sign but, well, you know my track record at reading women","I'd say that's a good sign but, well, you know my track record at reading women",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
61b64175-7c4e-4d74-a3e5-a4cd71cc9fda,"Cool, text me when you're parked","Cool, text me when you're parked",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
b3759b7c-230f-4e23-b96e-f2e4003f9fe3,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
bfb3608e-0f01-4231-a1e9-223f06210285,K.k:)apo k.good movie.,K.k:)apo k.good movie.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
ea087d59-c346-4ec4-9fca-0ff9024986f5,Maybe i could get book out tomo then return it immediately ..? Or something.,Maybe i could get book out tomo then return it immediately ..? Or something.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
f2744de5-dcfe-4721-bc82-b0af800484fe,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,sms,en,unknown,unknown,unknown,,smishing,none,exploit,uci_sms,high
fd01d0a5-9ed8-4cbe-a694-429cc852428a,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
9f642422-0960-4400-b542-a9ee231f0036,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,sms,en,unknown,unknown,unknown,,smishing,urgency,exploit,uci_sms,high
154436a2-731c-4058-bfbb-8d8e44502761,"Ta-Daaaaa! I am home babe, are you still up ?","Ta-Daaaaa! I am home babe, are you still up ?",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
dbb59c06-6c51-4d57-9a0a-530bef684cca,Cool. So how come you havent been wined and dined before?,Cool. So how come you havent been wined and dined before?,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
af1232b8-ba10-4832-9f27-b8d267ac78e4,Just sleeping..and surfing,Just sleeping..and surfing,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
f10432da-5c51-473a-9c7b-b5f19fd524f1,"Sorry, I'll call later","Sorry, I'll call later",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
a6dc64bd-fd80-44fa-8278-1904ed5623f8,U calling me right? Call my hand phone...,U calling me right? Call my hand phone...,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
0e2930e4-8a43-4e95-8c6c-e5542c19e9e6,Ok that's great thanx a lot.,Ok that's great thanx a lot.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
4477dd3b-73e9-47be-9b07-cf378c1272e3,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
5e958f2b-b3d5-422d-8cc7-50d0191b6e7f,Where u been hiding stranger?,Where u been hiding stranger?,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
0f4251ab-58e5-4ef2-8915-d349f41073ce,Am not interested to do like that.,Am not interested to do like that.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
644ccdd2-1cb2-4747-9d55-a5b0e0774d2f,My sister cleared two round in birla soft yesterday.,My sister cleared two round in birla soft yesterday.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
390e670e-864c-431f-b177-1177543dbca1,Gudnite....tc...practice going on,Gudnite....tc...practice going on,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
940259fd-bcb8-43e9-a895-3cc32aeee7a7,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
ec80be05-3b86-40d7-b8f9-3eeb0837a509,One small prestige problem now.,One small prestige problem now.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
06e14235-9258-417f-95b9-86360c017959,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,sms,en,unknown,unknown,unknown,,smishing,none,exploit,uci_sms,high
6b1f9eae-5088-419e-b664-7faac72476cf,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
b370a353-a95b-4051-b5b2-ac3ba74b59e7,"Nah can't help you there, I've never had an iphone","Nah can't help you there, I've never had an iphone",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
a5b75548-d8c8-459f-8161-541857a8918d,If you're not in my car in an hour and a half I'm going apeshit,If you're not in my car in an hour and a half I'm going apeshit,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
8f2f3d02-9ae9-40f9-934d-f49986d2f599,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD","TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
556102e3-1f5e-42f0-9677-00750827dc73,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
49e276db-bb31-466e-a9ba-242ff41eeaec,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
67de1f66-5973-4c1c-99db-b6a8c806bfe7,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.","Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
2feed216-18b5-4f79-a41a-2fc1ff3161c1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,sms,en,unknown,unknown,unknown,,smishing,reward,exploit,uci_sms,high
945d3c70-85a4-4ba2-9928-b2897abb2a16,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,sms,en,unknown,unknown,unknown,,smishing,urgency,exploit,uci_sms,high
de03f4db-bd31-493a-aabf-a46345e73222,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.","I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
042890a1-2bf6-4ffd-8b0f-a7fce9bc8c35,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted","Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
6b69e9df-7f22-428f-8579-32188becbb16,Ha ha cool cool chikku chikku:-):-DB-),Ha ha cool cool chikku chikku:-):-DB-),sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
20e206c8-5532-491f-9766-b8eb2b6b3451,Oh ok no prob..,Oh ok no prob..,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
682a913d-84b3-489d-90d8-06984b2a51d9,Check audrey's status right now,Check audrey's status right now,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
7bc12e71-06c7-4e22-b98c-4883ec61248d,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
e451b364-c15e-4373-9e85-204478072f94,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always","Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
f5855bad-d7f6-4743-ab94-2af455b5bfa6,Well i know Z will take care of me. So no worries.,Well i know Z will take care of me. So no worries.,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
3f40cc6f-db04-40dc-b322-32f44e19746e,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=","Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",sms,en,unknown,unknown,unknown,,smishing,urgency,exploit,uci_sms,high
7a83194e-1cc2-4639-9206-e16f7b02ddfb,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,sms,en,unknown,unknown,unknown,,smishing,none,exploit,uci_sms,high
103bdee8-b2a6-42f7-9e12-c7117ccbd68f,Wat uniform? In where get?,Wat uniform? In where get?,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
5a928620-1799-41df-a791-0598d6f0554d,"Cool, text me when you're ready","Cool, text me when you're ready",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
5b7a3ab7-6b44-4c39-a8d1-70e2bf69170b,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...","Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
7f18d282-0900-4488-9ad2-79def3afcda9,I will spoil you in bed as well :),I will spoil you in bed as well :),sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
d23c434e-7e69-47fb-bc4d-65dd6d7401cd,I'm going for bath will msg you next  &lt;#&gt;  min..,I'm going for bath will msg you next &lt;#&gt; min..,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
e45d437b-aa14-43e4-851c-bd04e85db489,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
47e9b9f2-7c06-41ee-87e1-35f68a212fab,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994","Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",sms,en,unknown,unknown,unknown,,smishing,none,exploit,uci_sms,high
fc8d3836-6f11-4125-b7d9-fbd22852c369,Can you say what happen,Can you say what happen,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
1c3a01a7-42f4-4d47-9d88-815a3a95bd27,You could have seen me..i did't recognise you Face.:),You could have seen me..i did't recognise you Face.:),sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
61a01150-cf37-4310-8c6b-ab5441055e56,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
9d10b80e-68db-4a5b-930c-bc52b1e01729,Keep my payasam there if rinu brings,Keep my payasam there if rinu brings,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
cde20a59-2ec5-42ad-a410-102331799147,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,sms,en,unknown,unknown,unknown,,benign,none,benign,uci_sms,high
